[header]
width=65
height=40
tilewidth=20
tileheight=20
orientation=orthogonal

[tilesets]
tileset=../../../../../../Program Files (x86)/Tiled/examples/sewer_tileset.png,20,20,0,0

[layer]
type=Tile Layer 1
data=
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,37,0,0,37,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,15,15,15,15,15,15,0,0,37,0,0,0,37,0,0,0,37,0,0,37,0,37,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,0,0,15,15,15,15,15,15,0,0,37,0,0,0,37,0,0,0,37,0,0,37,0,37,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,37,37,37,37,37,37,37,37,37,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,15,15,15,15,15,0,37,0,0,0,37,0,0,0,37,0,0,37,0,37,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,37,
37,0,0,0,0,0,0,0,0,0,0,15,15,0,0,37,37,37,0,37,37,37,0,37,0,0,37,0,37,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,37,0,0,37,37,37,0,0,37,0,0,0,0,0,37,
37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37,0,0,37,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,37,0,0,0,0,0,0,0,37,37,0,0,0,0,37,
37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37,0,0,37,0,0,0,15,15,15,15,15,15,15,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,37,
37,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37,0,0,37,0,0,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,37,0,0,0,0,37,
37,0,0,0,37,37,0,37,37,37,37,37,37,37,37,0,0,0,0,37,37,37,0,0,0,0,37,0,37,0,37,0,0,37,0,15,15,0,0,15,15,15,15,15,0,0,0,0,0,0,0,37,0,37,37,37,0,0,37,0,0,0,0,0,37,
37,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,37,37,0,37,37,0,15,15,0,0,15,15,15,15,15,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,0,37,
37,0,0,0,0,37,0,37,0,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,15,15,15,0,0,0,0,0,0,0,37,37,37,37,37,37,37,37,0,0,0,0,0,37,
37,0,0,0,0,37,0,37,37,37,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
